id,full_name,gender,height,weight
22448,Belinda Louise Colling,F,178,78
22449,Wilfried Colling,M,188,99
22450,"Frank Donald ""Don"""" Collinge""",M,0,0
22451,Ross Hounsell Collinge,M,187,85
22452,Raymond William Pennington Collings,M,0,0
22453,Maria Consolata Collino,F,173,67
22454,"William Jerome ""Bill"""" Collins""",M,0,0
22455,"Christopher ""Chris"""" Collins""",M,178,81
22456,Christine Smith Collins,F,170,58
22457,"Daniel James ""Danny"""" Collins""",M,190,100
22458,David Collins,M,183,70
22459,Deitre Elaine Collins (-Parker),F,183,75
22460,"Paul Douglas ""Doug"""" Collins""",M,198,82
22461,Eoin Collins,M,193,86
22463,"Gerard ""Gerry"""" Collins""",M,168,66
22464,Henry Collins,M,178,63
22465,Ian Collins,M,183,83
22466,John Collins,M,192,95
22467,Killian Collins,M,195,102
22468,Kim Collins,M,180,77
22469,Melissa Collins,F,165,61
22470,Michael Collins,M,0,0
22471,Michelle E. Collins,F,177,62
22472,Paul Albert Collins,M,0,0
22473,Phillip Collins,M,0,0
22474,"Atwood Peter ""Porter"""" Collins""",M,196,87
22475,Robert Anthony Collins,M,0,0
22476,Shane Elizabeth Collins,F,0,0
22477,"Stefanie Lyn ""Stef"""" Collins""",F,168,63
22478,"Stephen Clark ""Steve"""" Collins""",M,167,58
22480,Tim Collins,M,185,82
22481,Simone Collio,M,180,74
22482,Roger Colliot,M,172,70
22483,Jonathan Collomb-Patton,M,182,71
22484,Roland Collombin,M,174,80
22486,Marie Collonvill,F,163,56
22487,Sebastian Colloredo,M,176,65
22488,Pierre Angelo Collura (Rakotoarisoa-),M,180,80
22489,Brian Collyer,M,201,97
22490,Luis A. Colman Rizk,M,156,45
22491,Roger Colman,M,0,0
22492,Nstor Enrique Colmenares Uzcategui,M,203,110
22493,Pierre Colnard,M,186,128
22494,Zeno Col,M,0,0
22495,Fabricio Coloccini,M,182,79
22496,Dario Alonzo Cologna,M,179,74
22497,Gianluca Cologna,M,178,74
22498,Carlos Coloma Nicols,M,171,65
22500,Alain Colombe,M,172,64
22501,Bruna Giulia Colombetti-Peroncini,F,173,75
22502,Dario Colombi,M,0,0
22503,Carlos E. Colombino Frechou,M,183,78
22504,Andrea Colombo,M,190,75
22505,Angelo Colombo,M,177,72
22506,Carlo Colombo,M,173,83
22508,"Charles Martin ""Charlie"""" Colombo""",M,0,0
22509,Francesco Colombo,M,179,73
22510,Grazia Colombo,F,169,61
22511,Jrgen Colombo,M,175,74
22512,Luca Colombo,M,190,78
22514,Marco Colombo,M,185,80
22515,Mara Cecilia Colombo de Serrano,F,180,75
22516,Maurizio Carmelo Colombo,M,183,73
22518,Jorge Colome Jaime,M,177,75
22519,Jos Colomer Rivas,M,185,86
22520,Juan Colomer Bach,M,181,70
22521,Pascal Jaime Colomer Chauveau,M,0,0
22522,Antonio Coln,M,180,65
22523,Clotilde Coln Santiago,M,0,0
22524,Filiberto Colon,M,157,71
22525,Gloria Coln Muoz,F,164,69
22526,Jacques Colon,M,165,75
22527,Javier Antonio Coln Rodrguez,M,201,85
22528,Jos Antonio Colon,M,173,71
22529,Jos Mara Colon,M,175,72
22530,Manuel Coln Rodrguez,M,195,103
22531,Mara Caridad Coln Ruees-Salazar,F,169,66
22532,Pedro E. Coln Hernndez,M,180,75
22533,Tofilo Coln Molinaris,M,0,0
22534,Vctor Colon Ortz,M,170,66
22535,Gregorio Colonia,M,152,52
22536,Nestor Landag Colonia,M,158,59
22537,Pinetta Colonna-Gamero,F,0,0
22538,Carolina Colorado Henao,F,170,64
22539,Diego Alberto Colorado Agudelo,M,171,57
22540,Jos Mara Colorado Gonzlez,M,0,0
22541,Simon Colosimo,M,183,78
22542,Hayde Coloso Espino,F,161,57
22543,Slobodanka olovi,F,176,59
22545,Alva Merlin Colquhoun,F,169,61
22546,Nicolas Colsaerts,M,188,78
22547,Marie-Angline Colson,F,152,43
22548,"Samuel Linn ""Sam"""" Colson""",M,195,120
22549,Franco Colturi,M,0,0
22550,Katia Colturi,F,157,55
22551,Luigi Franco Colturi,M,180,80
22552,Reinaldo Colucci,M,190,72
22553,Dimitri Colupaev,M,189,89
22554,"William Norman ""Bill"""" Colvin""",M,175,75
22555,David Edward Garrik Colvin,M,0,0
22556,Rodney Michael Colwell,M,182,95
22557,"Christopher ""Chris"""" Colwill""",M,178,76
22558,Lansana Coly,M,186,105
22559,Sharon Colyear-Danville,F,169,58
22560,Evelyn Lucy Colyer (-Munro),F,0,0
22561,Geoffrey John Colyer,M,0,0
22562,Renzo Colzi,M,0,0
22563,Drago Cristian Coman,M,176,62
22564,Gabriela Coman,F,172,84
22565,Ioan Coman,M,0,0
22566,Jamie Coman,M,157,62
22567,Petre Coman,M,160,66
22568,"Toms ""Tom"""" Coman""",M,190,82
22569,Gianni Comandini,M,186,80
22570,Nadia Elena Comneci (-Conner),F,162,45
22571,Jaume Comas Font,M,186,75
22572,Jorge Alberto Comas Romero,M,188,65
22573,Jorge Comas Lpez,M,166,75
22574,Antonio Martn Comaschi,M,166,60
22575,Brbara Roco Comba,F,180,100
22576,Oriol Combarros Vilaseca,M,167,67
22577,Delphine Combe,F,168,59
22578,Sabrina Comberlato,F,166,53
22579,Ren Christian Combes,M,170,57
22580,Bernard Combet,M,178,76
22581,Gianpiero Combi,M,0,0
22582,Sbastien Combot,M,169,64
22583,"Steven Lee ""Steve"""" Combs""",M,186,78
22584,Gloria Comerma Broto,F,168,64
22585,Camila Comin,F,157,46
22586,Giuseppe Comini,M,0,0
22587,Guido Cominotto,M,0,0
22588,Eben Farrington Comins,M,183,0
22589,William Albert Comins,M,175,64
22590,Olga Alida Divera Commandeur,F,171,64
22591,Adam David Commens,M,166,74
22592,Peter Michael Commette,M,183,86
22593,"Christopher John ""Chris"""" Commons""",M,178,65
22594,Adriana Comolli Gutierrez,F,160,50
22595,"Josephine ""Jos"""" Compaan""",F,179,65
22597,Kai Maarten Compagner,M,193,82
22598,Deborah Compagnoni,F,165,62
22599,Ottavio Compagnoni,M,0,0
22600,Severino Compagnoni,M,0,0
22601,Megan Helen Compain,F,175,65
22602,Aude Compan,F,173,67
22603,Misleydis Compay La O,F,165,63
22604,Benjamin Compaor,M,189,83
22605,Rob Compas,M,191,79
22606,Tom Compernolle,M,171,53
22607,Georg Comploi,M,190,97
22608,Cornelis Hendrik Compter,M,0,0
22609,Caitlin Compton (-Gregg),F,165,57
22610,Joseph Neild Compton,M,0,0
22611,Jorge Comrie,M,181,85
22612,Blane Rapheal Comstock,M,172,72
22613,Philippe Comtois,M,175,80
22615,"Thomas ""Tom"""" Comyns""",M,180,75
22616,Brian Kennedy Conacher,M,190,89
22618,"Frederic Warren ""Ted"""" Conant""",M,0,0
22620,Cleiton Conceio,M,183,75
22621,Flvio da Conceio,M,177,74
22622,Jhennifer Alves da Conceio,F,162,53
22623,Robson Donato Conceio,M,171,57
22624,Rosngela da Silva Conceio,F,170,72
22625,Emerito Concepcin,M,0,0
22626,Janier Concepcin Hernndez,M,193,91
22627,Javier Octavio Concepcin Rojas,M,200,84
22628,Juan Gabriel Concepcin Zambrano,M,189,75
22629,Lee Patrick Concepcion,M,178,65
22630,Ren Concepcion,M,173,66
22631,Jess Enrique Conde Medina,M,158,56
22632,Martn Alejo Conde,M,186,90
22633,Ricardo Conde Rosales,M,0,0
22635,Anne-Laure Condevaux,F,165,53
22636,Allyn Condon,M,178,85
22637,David John Condon,M,180,79
22638,"John Joseph ""Jack"""" Condon""",M,0,0
22639,"John ""Johnny"""" Condon""",M,0,0
22640,Javier Condor Long,M,180,78
22641,Santo Condorelli,M,188,88
22642,Marco Ivn Condori Colque,M,168,60
22643,Ricardo Condori,M,163,56
22644,Gheorghe Condovici,M,174,66
22645,Carin Alice Cone (-Vanderbush),F,167,59
22646,"Malcolm ""Mac"""" Cone""",M,188,82
22647,Antonio Conelli,M,0,0
22648,Gary Robert Conelly,M,189,79
22649,Muriel Coneo Paredes,F,160,50
22650,Vincent Confait,M,179,67
22651,Diego Confalonieri,M,190,78
22652,Rick Yves Confiance,M,165,62
22653,Gerardo Conforti,M,0,0
22654,Alessandro Conforto,M,178,68
22655,Silvio Confortola,M,0,0
22656,Yuri Confortola,M,169,69
22657,Antonella Confortola-Wyatt,F,170,51
22658,Cong Huanling,F,178,72
22659,Cong Xuedi,F,166,58
22660,Cong Yanxia,F,176,74
22661,Cong Yuzhen,F,175,90
22662,"John ""Jack"""" Conger""",M,193,80
22663,"Raymond Milton ""Ray"""" Conger""",M,175,66
22664,Pierangelo Congiu,M,183,84
22665,Roy Congreve,M,0,0
22666,Enrique Juan Jos Victoriano Conill y Rafecas,M,0,0
22667,"Gerald Guy ""Jerry"""" Conine""",M,180,97
22668,Dorian Coninx,M,181,70
22669,Marie-Jolle Conjungo,F,168,62
22670,Mickal Glenn Conjungo Taumhas,M,194,95
22672,Pearl Lindsey Conklin,F,0,0
22673,Michael John Conlan,M,170,56
22674,Alyssa Conley,F,176,63
22675,"Kimberley Frances ""Kim"""" Conley""",F,161,49
22676,"Michael Alexander ""Mike"""" Conley""",M,185,78
22677,"Philip Ransom ""Phil"""" Conley""",M,190,88
22678,Paul Joseph D. Conlin,M,177,79
22679,Mary Michelle Conn,F,167,53
22681,Graeme Connal,M,178,80
22682,Katharine Irene Connal (-Stukeley),F,0,0
22683,Jared Connaughton,M,175,79
22684,Flavien Conne,M,177,81
22685,Alexander Edmiston Connell,M,0,0
22686,Craig Martin Connell,M,180,74
22687,Frank E. Connell,M,0,0
22688,Grant Connell,M,187,79
22689,"James ""Jim"""" Connelly""",M,0,0
22690,Kyle Connelly,M,180,89
22691,Tina M. Connelly,F,165,52
22692,"Barthold Wayne ""Bart"""" Conner""",M,165,58
22693,Dennis Walter Conner,M,186,89
22694,Breege Connolly,F,163,54
22695,David Connolly,M,182,75
22696,"Francis Edward ""Frank"""" Connolly""",M,0,0
22697,Garrett Connolly,M,0,0
22698,"Harold Vincent ""Hal"""" Connolly""",M,183,106
22699,James Joseph Connolly,M,172,61
22700,James Brendan Bennet Connolly,M,175,72
22701,Linda Patricia Connolly (-Eagles),F,150,44
22703,Diana Sylvia Connolly-Carew (-Wrangel),F,170,55
22704,Patrick Thomas Connolly-Carew,M,178,66
22705,David Connor,M,0,0
22706,"Richard Carroll ""Dick"""" Connor""",M,167,64
22707,Frank Norris Connor,M,180,91
22708,"James ""Jimmy"""" Connor""",M,183,68
22709,John Connor,M,183,74
22710,Keith Leroy Connor,M,186,78
22711,"Margareth M. ""Maggie"""" Connor""",F,175,66
22712,Peter Connor,M,178,78
22714,Clive Conolly,M,183,70
22715,Mark Robert Conover,M,178,60
22716,Sheila Leilehua Conover (-Doyle),F,175,68
22717,Alberto Conrad Machuca,M,0,0
22718,Christian Conrad,M,0,0
22719,Franz Conrad,M,0,58
22720,Lars Conrad,M,187,80
22721,Reinaldo Conrad,M,179,78
22722,Sam Conrad,M,204,95
22723,Sarah Conrad,F,162,58
22724,"Timothy ""Tim"""" Conrad""",M,193,91
22725,Andr Conrardy,M,186,79
22727,Jean-Marie Conrath,M,179,65
22729,Craig Michael Conroy,M,188,91
22730,"James ""Jim"""" Conroy""",M,179,127
22731,John Valentine Conroy,M,0,0
22732,"Anthony Joseph ""Tony"""" Conroy""",M,174,70
22733,Andrea Consigli,M,187,74
22734,Manuel Consiglieri,M,187,94
22735,"Douglas ""Doug"""" Consiglio""",M,193,78
22736,Rosaria Console,F,160,42
22737,Adolfo Consolini,M,183,100
22738,Luigi Consonni,M,167,0
22739,Simone Consonni,M,165,60
22741,Patrick Constable,M,183,95
22742,"Franklin Louis ""Frank"""" Constandse""",M,192,76
22743,Michel Constandt,M,186,78
22744,Eugne Louis Constant,M,0,0
22746,Nicolas Ren Constant,M,0,0
22747,Denis Constantin,M,184,72
22748,Gheorghe Constantin,M,182,80
22749,Ion Constantin,M,0,0
22750,Ionel Constantin,M,184,80
22751,Maria Constantin,F,173,78
22752,Mariana Constantin,F,160,46
22753,Marioara Constantin,F,169,70
22754,Maria Constantinescu,F,179,75
22755,Gerardo Constantini,M,0,0
22756,Gheorghe Constantinide,M,0,0
22757,Claude Constantino,M,0,0
22758,Pedro Consuegra,M,173,81
22759,Alberto Contador Velasco,M,176,62
22760,Victor Contador Pizarro,M,0,0
22761,Louise Marie Contamine (Jordens-),F,0,0
22762,Leopoldo Vicente Contarbio Chamorro,M,0,0
22763,Rosanna Contardo,F,165,57
22764,Antonio Conte,M,0,0
22765,Facundo Conte,M,197,88
22766,Hugo Nstor Conte,M,197,90
22767,Javier Alberto Conte,M,165,64
22768,Margarida Conte,F,162,62
22769,Nicolas Conte,M,185,80
22771,Enzo Contegno,M,171,70
22772,Laura Conter,F,153,46
22773,"William Amedeo ""Bill"""" Conterio""",M,175,75
22774,Luigi Contessi,M,0,0
22775,Samuel Contesti,M,181,66
22776,Francesca Cristiana Conti,F,179,71
22777,Giacomo Luigi Conti,M,0,0
22778,Giovanni Conti,M,182,78
22779,Giulia Conti,F,173,62
22780,Leopoldo Conti,M,0,0
22781,Luigi Conti,M,170,60
22782,"Costantino ""Tino"""" Conti""",M,177,79
22783,Pier Angelo Conti-Manzini,M,178,82
22784,Alexis Jean-Claude Contin,M,182,72
22785,Kamil ontofalsk,M,195,78
22786,Andrei Conolenco,M,173,70
22787,Adolfo Contoli,M,0,0
22788,Attilio Conton,M,0,0
22789,"Theresa Ann ""Tess"""" Contos""",F,170,74
22790,Altagracia Miosotis Contreras Martnez,F,0,0
22791,Benito Contreras,M,0,0
22792,Dalia Contreras Rivero,F,155,49
22793,Edgar Jess Contreras Triana,M,178,67
22794,Edickson Contreras Bracho,M,168,60
22795,Ernesto A. Contreras Vzquez,M,182,78
22799,Jos Ariel Contreras Camejo,M,191,107
22800,Leonel Rodrigo Contreras Ziga,M,0,0
22801,Luis Contreras,M,170,64
22802,Mario Wilfredo Contreras Contreras,M,174,64
22803,Nancy Llarely Contreras Reyes,F,168,62
22804,Pablo Andrs Contreras Fica,M,180,77
22805,Ponciano Contreras Gonzlez,M,165,63
22806,Vernica Contreras Flores,F,0,0
22807,Vctor Manuel Contreras Pineda,M,166,68
22808,Vctor Contreras,M,0,0
22809,Yeny Contreras Loyola,F,163,56
22810,Yidiel Islay Contreras Garca,M,180,74
22811,Yudelquis Maridalia Contreras,F,158,58
22812,Gianfranco Contri,M,184,76
22814,Arturo Conturbia,M,182,80
22815,Alain Convard,M,189,0
22816,Walter Convents,M,180,70
22817,"Keith Cawthon ""Casey"""" Converse""",M,186,62
22818,Aileen Convery,F,175,69
22820,"Charles Abbott ""Ab"""" Conway""",M,0,0
22821,Hollis Conway,M,183,68
22822,Jerome Conway,M,175,65
22823,"Joanne Conway (-Owers, -Dunn)",F,162,57
22824,Michael Conway,M,132,48
22825,Michelle Lenore Conway,F,153,42
22826,"Patricia ""Pat"""" Conway""",F,167,44
22827,"Phillip ""Phil"""" Conway""",M,190,123
22828,Sally Conway,F,167,70
22829,Charles Albert Shone Conwell,M,175,75
22830,Magdy Conyd,M,183,84
22831,Laura Conz Dall'Ora,F,0,0
22832,"Edward ""Ed"""" Coode""",M,193,96
22833,"Gwynneth Glyn ""Gwyn"""" Coogan (Hardesty-)""",F,155,50
22834,Mark J. Coogan,M,178,62
22835,Aaron Arthur Cook,M,183,80
22836,Alice Maxine Cook,F,157,48
22837,Annelies Cook,F,168,56
22838,"Arthur Edwin ""Art"""" Cook""",M,0,0
22839,Bjrn Francis Cook,M,0,0
22840,"Robert Herbert ""Bob"""" Cook""",M,0,0
22841,"Ellwood Eugene ""Butch"""" Cook""",M,0,0
22842,"Christopher ""Chris"""" Cook""",M,187,97
22843,Chris Cook,M,180,79
22844,Christopher Anthony Cook,M,180,76
22845,Christine Cook,F,155,55
22846,David Alan Cook,M,175,66
22848,Emily Cook,F,160,52
22849,Eric Johnstone Cook,M,0,0
22850,Garry Peter Cook,M,185,72
22851,Gordon Cook,M,178,76
22852,Jacqui Cook,F,175,68
22853,James Cook,M,185,92
22854,Jason Cook,M,184,85
22855,Joseph John Cook,M,0,0
22856,Julie A. Cook,F,159,66
22857,Kassidy Leigh Cook,F,163,57
22858,Myrtle Alice Cook (-McGowan),F,168,55
22859,Natalie Louise Cook,F,181,73
22860,Robert James Cook,M,0,0
22861,"Arthur Leonard ""Rusty"""" Cook""",M,0,0
22862,Sarah Ann Patricia Cook,F,189,73
22863,Stacey Janelle Cook,F,163,73
22864,"Stephanie ""Steph"""" Cook""",F,172,57
22865,Tamsin Cook,F,170,61
22866,Theodore Andrea Cook,M,0,0
22867,"Althea Kristina ""Tina"""" Cook (Gifford-)""",F,175,71
22868,"Anthony ""Tony"""" Cook""",M,183,68
22869,Wendy Elizabeth Cook-Hogg,F,175,64
22870,Allison Petra Cook-Tranquilli,F,178,69
22871,Alan Cooke,M,170,64
22872,Arnold Vivian Cooke,M,184,79
22873,Baden Hamilton Cooke,M,178,76
22874,Carl Clement Cooke,M,175,66
22875,Cecil George Cooke,M,188,90
22877,Emma C. Cooke,F,0,0
22878,"Geoffrey ""Geoff"""" Cooke""",M,175,70
22879,George Edwin Cooke,M,0,0
22880,George Campbell Cooke,M,0,0
22881,Gillian Cooke,F,173,67
22883,"Harold ""Harry"""" Cooke""",M,0,0
22884,Ian Cooke,M,181,82
22885,James Bryden Cooke,M,182,78
22886,"James ""Jamie"""" Cooke""",M,185,74
22887,John Patrick Cooke,M,183,84
22888,John Patrick Cooke,M,178,70
22889,Nicole Denise Cooke,F,167,58
22890,Peter Cooke,M,172,69
22891,Rebecca Cooke,F,173,58
22892,Rohan Graham Cooke,M,0,0
22893,Shaun Cooke,M,0,0
22894,Simon John Cooke,M,170,61
22895,"Thomas Joseph ""Tom"""" Cooke""",M,0,0
22896,Gloria Janet Cooke-Wigney,F,165,55
22897,John Emory Cookman,M,0,67
22898,"Franciscus L. ""Frans"""" Cools""",M,0,0
22899,Jan Albert Alice Cools,M,0,0
22900,"Samantha ""Sammy"""" Cools""",F,160,60
22901,Reid Coolsaet,M,173,62
22902,Hubert Coomans,M,0,0
22903,Maurice Coomarawel,M,175,59
22904,"Alexandrea Andrea ""Alex"""" Coomber (Hamilton-)""",F,162,51
22905,"Margaret Teresa Coomber (MacSherry-, -Baldwin)",F,171,57
22906,Heather Margaret Coombridge,F,173,0
22907,Eswort Lorenzo Brian Coombs,M,187,74
22908,Joseph Coombs,M,185,80
22909,Simon Coombs,M,184,72
22910,Sven Michael Coomer,M,0,0
22911,Penny Jane Coomes,F,152,43
22912,John Malcolm Coon,M,175,73
22914,Aisling Margaret Cooney,F,171,65
22915,"Nicholas Francis ""Nick"""" Cooney""",M,175,86
22916,"Albert Cooper, Jr.",M,0,0
22917,"Alexander ""Alex"""" Cooper""",M,183,85
22918,Andrew Dollman Cooper,M,188,92
22919,Arthur Cooper,M,173,66
22920,Audrey Cooper,F,168,55
22921,"William Hunting ""Bill"""" Cooper""",M,0,0
22922,"Tyrone Bradley Thomas ""Brad"""" Cooper""",M,188,132
22923,"Bradford Paul ""Brad"""" Cooper""",M,160,72
22924,Arthur David Brent Cooper,M,170,65
22925,Charlotte Reinagle Cooper (-Sterry),F,0,0
22926,Christin Elizabeth Cooper,F,170,57
22927,Craig Richard Cooper,M,195,93
22928,Cynthia Lynne Cooper (-Dyke),F,178,68
22929,David Cooper,M,168,67
22930,Denise Esther Cooper,F,0,0
22931,"Donald Wayne ""Don"""" Cooper""",M,178,79
22932,Edmund Merriman Cooper,M,0,0
22933,Alfred Egerton Cooper,M,0,0
22934,Frederick Cooper,M,0,0
22935,Graham Vaughan Cooper,M,185,82
22936,Hannah Gizelle Cooper,F,0,0
22937,Henry Charles Cooper,M,0,51
22938,Henry William Cooper,M,0,0
22939,"Jacqueline ""Jacqui"""" Cooper""",F,176,65
22940,Janice Cooper,F,0,0
22941,John Hugh Cooper,M,188,85
22942,Margaret Joyce Cooper (-Badcock),F,169,0
22943,Kim Cooper (-Maguire),F,170,66
22944,"Edmund Kirkland ""Kirk"""" Cooper""",M,183,77
22945,Linda Lee Cooper (-Tiger),F,163,55
22946,Lynette Cooper,F,151,57
22947,Malcolm Douglas Cooper,M,170,76
22948,Matthew Michael Kenneth Cooper,M,179,79
22949,Melody Cooper,F,169,61
22950,Paul P. J. Cooper,M,184,75
22951,Ramone Cooper,M,177,78
22952,"Ronald Dennis ""Ron"""" Cooper""",M,0,0
22953,Sapphire June Mauricienne Cooper,F,0,0
22954,Sarah Jane Cooper,F,175,60
22955,Sayon Cooper,M,175,74
22957,Susan Cooper,F,168,59
22958,Theron Cooper,M,183,75
22959,Todd Alexander Cooper,M,183,73
22960,Arnold Ralph Cooperman,M,174,75
22961,Anuradha Indrajith Cooray,M,178,58
22962,Henri Guillaume Coosemans,M,0,0
22963,Kevin Melville Coote,M,0,0
22965,Franci op,M,0,0
22966,Iztok op,M,190,89
22967,Milan op,M,175,75
22968,Eileen Marie Coparropa Alemn,F,170,70
22969,Haley Cope (-Clark),F,177,63
22970,"William Ian McCalla ""Bill"""" Copeland""",M,0,0
22971,Dirk Olaf Copeland,M,180,77
22972,"James E. ""Jim"""" Copeland""",M,180,70
22973,"Katherine Sarah ""Kat"""" Copeland""",F,172,58
22974,Leslie Arthur Copeland,M,183,102
22975,Lillian Copeland (Drossin-),F,165,59
22976,Alexis Copello Snchez,M,185,80
22977,Alfredo Copello,M,0,0
22978,Yasmani Copello Escobar,M,191,85
22979,Elizabeth Carina Copes,F,172,70
22980,Toma opi,M,173,63
22981,Mirosaw Piotr Copija,M,186,81
22983,James John Copley,M,0,0
22984,John (Herbert Crawford-) Copley (Williamson-),M,0,0
22985,Melinda Copp (-Harrison),F,173,65
22986,Stephen Emmanuel Copp,M,177,78
22987,Luigi Coppa,M,167,65
22988,Robert Victor Joseph Coppe,M,0,0
22989,Paul Coppejans,M,183,72
22991,Erica Coppey,F,169,62
22992,Pierre Coppieters,M,0,0
22993,Marcel Coppin,M,178,80
22995,Paul Francis Coppo,M,180,80
22996,Susana Norma Coppo,F,165,57
22997,"Steven Coppola, Jr.",M,203,100
22998,Andrea Coppolino,M,164,65
22999,Henri Paul Copponex,M,178,80
23000,Paul Copu,M,177,68
23001,Bryan Coquard,M,169,58
23003,Henri Pierre Coquelin de Lisle,M,0,0
23005,Aye Cora,F,175,69
23006,Ramn Ricardo Cora Johnson,M,0,0
23007,Josip orak,M,189,100
23008,Vivian Coralie,M,183,72
23009,Artr Coray,M,0,0
23010,Antonella Corazza,F,176,75
23011,Juan Antonio Corbaln Alfocea,M,182,84
23012,Sofia Corban-Banovici,F,179,78
23013,Florin Corbeanu,M,196,94
23014,Jose Corbeil,F,177,69
23015,Georges Corbel,M,183,78
23016,Vito Corbelli,M,175,72
23017,Jennifer Walker Corbet,F,180,75
23018,Walter Samuel Corbett,M,0,0
23019,Alfred Corbiaux,M,0,0
23020,Harold Alton Corbin,M,0,0
23021,"Gregory Dean ""Greg"""" Corbitt""",M,0,0
23022,"Theodore ""Ted"""" Corbitt""",M,175,62
23023,"Archibald Harrison ""Archie"""" Corble""",M,0,0
23024,Chantal Corbrejaud (Rabineau-),F,158,52
23025,Carol Corbu,M,197,85
23026,Michael Wells Corby,M,181,71
23027,"Louise Mary Elizabeth ""Lou"""" Corcoran""",F,180,68
23028,"Michael ""Mike"""" Corcoran""",M,201,86
23029,"Thomas Armstrong ""Tom"""" Corcoran""",M,0,0
23030,Jean-Pierre Cordebois,M,181,74
23031,Andr Cordeiro,M,193,85
23032,Domingas Antnia Cordeiro,F,173,66
23033,"Robbie ""Rob"""" Cordemans""",M,190,93
23034,Carlos Cordero Gmez,M,159,54
23035,Domingo Antonio Cordero Clase,M,188,75
23036,Eduardo Cordero Fernndez,M,0,0
23037,Efran Cordero,M,172,66
23038,Irma Cordero Bonilla,F,168,59
23039,Burkhard Cordes,M,177,75
23040,Kevin Cordes,M,196,88
23041,Otto Cordes,M,0,0
23042,"Thomas Matthijs Adrianus ""Tom"""" Cordes""",M,179,70
23043,Edera Cordiale-Gentile,F,0,0
23044,Karl Cordin,M,185,88
23045,"Joseph ""Joe"""" Cordina""",M,175,61
23046,Stphane Cordinier,M,179,74
23047,Robert Cordner,M,0,0
23049,Luis Arturo Crdoba,M,170,60
23050,Nicols Crdoba,M,165,71
23052,Audrey Cordon (-Ragot),F,170,60
23053,Kevin Haroldo Cordn Buezo,M,180,80
23054,Pilar Lucrecia Cordn Muro,F,175,58
23055,Eugne Louis Auguste Cordonnier,M,0,0
23056,Delia Crdova Uribe (-Caceres),F,168,64
23057,Francisco Crdova,M,196,86
23058,Samuel Crdova Arvizu,M,200,89
23059,Constantin Corduneanu,M,160,55
23060,Gheorghe Corduneanu,M,157,54
23061,Belinda Jane Cordwell,F,172,68
23062,Fredy Corea,M,193,99
23063,Antonio Corell Fornet,M,174,78
23065,Lorena Betina Corengia,F,0,0
23067,Melissa Jane Corfe,F,175,61
23068,Antonio Corgos Cervantes,M,183,78
23069,Borna ori,M,185,75
23070,"Stephen Christoph ""Steve"""" Corica""",M,172,67
23071,Eugenio Corini,M,0,0
23072,Sergio Corino Ramn,M,181,73
23073,Jack Frank Porteous Cork,M,185,69
23074,James Joseph Corkery,M,0,0
23075,"Stephen Donald ""Steve"""" Corkin""",M,175,0
23076,Hctor Eduardo Corletti,M,182,86
23077,Christian Cormack,M,165,57
23078,James Noble Cormack,M,0,0
23079,"Hermanus Antonius Henrich ""Appie"""" Corman""",M,0,0
23080,Daniel Ryan Cormier,M,180,96
23081,Marie-Huguette Cormier,F,165,57
23082,Rhal Paul Joseph Cormier,M,178,86
23083,Jean-Franois Corminboeuf,M,184,80
23084,Giovanni Cornacchia,M,186,78
23085,Giancarlo Cornaggia-Medici Peterbelli,M,170,0
23086,Jos Cornavaca,M,183,92
23087,Gheorghe Ovidiu Cornea,M,191,95
23088,Alfredo Cornejo,M,171,67
23089,Cristina Cornejo Scheelje,F,160,118
23091,Guillermo Cornejo Calderon,M,175,80
23092,Wendy Gabriela Cornejo Aliaga,F,162,54
23093,Joseph Cornelis,M,155,0
23095,"Hendrik Jan Willem ""Henk"""" Cornelisse""",M,178,72
23096,Monique Adelinde Cornelissen,F,168,55
23097,"Jacobus Gerard ""Ko"""" Cornelissen""",M,0,0
23098,Charles Cornelius,M,170,65
23099,Everton Cornelius,M,180,72
23100,"Jacob ""Jake"""" Cornelius""",M,198,95
23101,Torleiv Schibsted Corneliussen,M,0,0
23102,Julia May Cornell,F,0,0
23103,Sheila Marie Cornell-Douty,F,175,81
23104,mile Franois Cornellie,M,0,0
23105,Florimond Joseph Cornellie,M,0,0
23106,Sigrid Teresa Corneo,F,176,54
23107,Harry Richard Corner,M,0,0
23108,Louis Gaston Cornereau,M,0,0
23109,"John Frederick ""Jerry"""" Cornes""",M,182,70
23110,Aliz Cornet,F,173,60
23111,Bruno Cornet Flores,M,0,0
23112,Francis Cornet,M,184,70
23113,Gaiet Cornet Pamies,M,183,70
23114,George Thomson Cornet,M,191,98
23115,Lynda Ann Cornet,F,174,66
23116,Pedro Luis Cornet Rodas,M,0,0
23117,Renato Cornett,M,174,60
23118,George Cornetta,M,170,59
23119,Frdric Cornette,M,176,69
23120,Geoffrey Cornewall,M,0,0
23121,Liberto Corney Espallargas,M,0,0
23122,Roger George Warcup Cornforth,M,0,0
23123,Iris Corniani,F,173,58
23124,mile Albert Yvon Cornic,M,0,0
23125,Sheree Corniel,F,0,0
23127,Lionel John Cornish,M,0,0
23128,Dominique Cornu,M,196,78
23129,Jean-Claude Cornu,M,167,64
23130,Ren Lopold Cornu,M,0,0
23131,Brbara Cornudella Ravetllat,F,160,50
23132,Serge Cornut,M,180,75
23133,"Waldemar ""Coroa"""" Gonalves""",M,0,0
23134,Mara Paz Corominas Guerin,F,166,56
